method,cancer,MCC,F1,AUC,Precision,ks
DNmax,ACC,0.03875300344161087,0.5095372800674698,0.6764899955666851,0.12,1.1262491842998294e-45
DNsum,ACC,0.030116259891611374,0.5064330856375171,0.6580591346879843,0.1,3.5096567146978185e-29
DriverML,ACC,0.008028619136591097,0.49838228034119175,0.4442101457872876,0.05,6.7315099619766294e-09
MaxMIF,ACC,0.05164083173636808,0.5141391253715324,0.5906778715117692,0.15,9.16233078657425e-13
MutPanning,ACC,0.012364264681268482,0.499936066009333,0.544859617691162,0.06,0.0008175965765614856
WITER,ACC,0.012364264681268482,0.499936066009333,0.544859617691162,0.06,0.0008175965765614856
driverRWH,ACC,0.07031315716988423,0.5213578139649471,0.5835930110511462,0.19,1.6295319235896958e-12
DNmax,BLCA,0.0992102082916073,0.5312666410771388,0.7348498628417952,0.26,1.193973810852843e-83
DNsum,BLCA,0.14239392604160475,0.5467876132269025,0.7312228116261059,0.36,8.752337502046017e-65
DriverML,BLCA,0.1087186784767398,0.5348924308226873,0.5286728577607307,0.28,2.1813077364280149e-10
MaxMIF,BLCA,0.1560065443009101,0.551814928250638,0.708583600093702,0.39,6.7149763254952e-65
MutPanning,BLCA,-0.00950554607969512,0.4920111225229515,0.5780434673151519,0.01,3.2423346812561e-08
WITER,BLCA,-0.00950554607969512,0.4920111225229515,0.5780434673151519,0.01,3.2423346812561e-08
driverRWH,BLCA,0.17447266864572086,0.5589598187598448,0.7735663798150956,0.43,3.0315334947617334e-94
DNmax,BRCA,0.16830415669160323,0.5561001965167607,0.7346571166010284,0.42,8.08987559121849e-89
DNsum,BRCA,0.12080206716660603,0.5390271271520207,0.7184060698461099,0.31,5.734772922644111e-61
DriverML,BRCA,0.043051248472294995,0.5110814631173641,0.5660365682501006,0.13,7.882388876260754e-15
MaxMIF,BRCA,0.16035511565776603,0.5533847533706008,0.694809604636039,0.4,1.035999309807987e-62
MutPanning,BRCA,-0.0007576217753096789,0.4951810999175041,0.5352469337722368,0.03,9.831825628363378e-05
WITER,BRCA,-0.0007576217753096789,0.4951810999175041,0.5352469337722368,0.03,9.831825628363378e-05
driverRWH,BRCA,0.1831526279353739,0.5620933191594196,0.7272860929577925,0.45,4.292130563254299e-71
DNmax,CESC,0.004206029241612902,0.4971205023476589,0.7104888880454734,0.04,1.909507754161006e-67
DNsum,CESC,0.14239392604160475,0.5467876132269025,0.7062629052667622,0.36,2.2894303172618137e-48
DriverML,CESC,0.038673419805332,0.5094940652703426,0.4614891214364276,0.12,7.729557285516054e-07
MaxMIF,CESC,0.055989403093224,0.5157089504914951,0.6478444766986116,0.16,2.9017606619966522e-33
MutPanning,CESC,-0.0051315839275024,0.49359611122022784,0.5876134701838964,0.02,3.8432979867451116e-11
WITER,CESC,-0.0051315839275024,0.49359611122022784,0.5876134701838964,0.02,3.8432979867451116e-11
driverRWH,CESC,0.1657927093560678,0.5558263183602701,0.7470250864008167,0.41,2.506408700902572e-79
DNmax,CHOL,0.051708118766610106,0.5141935717123989,0.6971916181276553,0.15,6.880923651087361e-56
DNsum,CHOL,0.09057346474160781,0.5281624466471863,0.6771605445467399,0.24,5.574547953100685e-51
DriverML,CHOL,0.051806905806220965,0.5142562588114072,0.4748240738123132,0.15,4.581611743708539e-05
MaxMIF,CHOL,0.08642940259121543,0.5266977263312342,0.5819442049995244,0.23,9.192119585313855e-11
MutPanning,CHOL,0.025486151137846646,0.5046910321011617,0.5608645669146058,0.09,1.5355619511505174e-07
WITER,CHOL,0.025486151137846646,0.5046910321011617,0.5608645669146058,0.09,1.5355619511505174e-07
driverRWH,CHOL,0.08333309610436382,0.5260580645643093,0.556871736832909,0.22,5.842524804393519e-06
DNmax,COAD,0.04738974699161036,0.5126414744974226,0.7425189324351495,0.14,6.843370032536202e-91
DNsum,COAD,0.16830415669160323,0.5561001965167607,0.7345669260976897,0.42,2.8117411262673614e-63
DriverML,COAD,0.09558519247585083,0.5301302372816228,0.5395014476778055,0.25,1.2705006239336942e-08
MaxMIF,COAD,0.21253797194003704,0.5722226548101537,0.7096431505536555,0.52,4.2563964569757573e-63
MutPanning,COAD,-0.013879508231887841,0.49042613382567524,0.538120568853926,0.0,0.002841011419361984
WITER,COAD,-0.013879508231887841,0.49042613382567524,0.538120568853926,0.0,0.002841011419361984
driverRWH,COAD,0.17013268900089432,0.5573930685600574,0.7981478981748092,0.42,3.374530897645745e-107
DNmax,DLBC,0.06898160586660909,0.5204019605723044,0.6884638826148644,0.19,1.6299195535210353e-48
DNsum,DLBC,0.10352858006660705,0.5328187382921152,0.6865039173061596,0.27,4.415096792771062e-40
DriverML,DLBC,0.06056256314014694,0.5174310545054503,0.47652406849217793,0.17,3.5564376219823685e-07
MaxMIF,DLBC,0.09512654530492726,0.5298373765711597,0.6300910404366019,0.25,1.7747753958714858e-31
MutPanning,DLBC,-0.013879508231887841,0.49042613382567524,0.5638552970128712,0.0,8.458234663425421e-10
WITER,DLBC,-0.013879508231887841,0.49042613382567524,0.5638552970128712,0.0,8.458234663425421e-10
driverRWH,DLBC,0.13541285184228213,0.5448590669617582,0.6011534151978504,0.34,8.157847137795705e-16
DNmax,ESCA,0.155349041366604,0.5514439048718316,0.7329676723319964,0.39,5.040880384347124e-89
DNsum,ESCA,0.09489183651660756,0.5297145438621625,0.705675581882681,0.25,8.784357488985157e-46
DriverML,ESCA,0.05618473447318395,0.5158436566584288,0.4807061622525497,0.16,0.0008610673173730486
MaxMIF,ESCA,0.13861225887348644,0.5455356277707871,0.685081934038623,0.35,9.242841441308997e-53
MutPanning,ESCA,-0.00950554607969512,0.4920111225229515,0.5556800419519156,0.01,1.0212210572128599e-07
WITER,ESCA,-0.00950554607969512,0.4920111225229515,0.5556800419519156,0.01,1.0212210572128599e-07
driverRWH,ESCA,0.13975283148710865,0.5464258171615456,0.6758206584909144,0.35,3.240978051565336e-48
DNmax,HNSC,0.155349041366604,0.5514439048718316,0.7361783936864428,0.39,3.1440528375679796e-93
DNsum,HNSC,0.08625509296660806,0.5266103494322099,0.7092081021455143,0.23,9.030492961978377e-54
DriverML,HNSC,0.0736960491410359,0.5221932480465149,0.491384608603883,0.2,0.0006211048471414016
MaxMIF,HNSC,0.1516579729440542,0.5502451031306754,0.7038323707915081,0.38,4.0604646655145276e-63
MutPanning,HNSC,-0.0051315839275024,0.49359611122022784,0.5614519315231455,0.02,2.6297821173703347e-06
WITER,HNSC,-0.0051315839275024,0.49359611122022784,0.5614519315231455,0.02,2.6297821173703347e-06
driverRWH,HNSC,0.14409281113193517,0.547992567361333,0.7550752628326362,0.36,3.8853242398745814e-90
DNmax,KICH,0.03443463166661112,0.5079851828524935,0.7101086949499779,0.11,6.641831221306992e-85
DNsum,KICH,0.05602649054160985,0.5157456689273753,0.635649444301333,0.16,1.3477458210204059e-33
DriverML,KICH,0.029917762471406033,0.5063192695762995,0.4713231910928026,0.1,0.00011915637659215359
MaxMIF,KICH,0.09077797394807134,0.528267551451197,0.5442973102229122,0.24,3.6393680810712744e-06
MutPanning,KICH,-0.0007576217753096789,0.4951810999175041,0.524886942455163,0.03,0.008479489185385969
WITER,KICH,-0.0007576217753096789,0.4951810999175041,0.524886942455163,0.03,0.008479489185385969
driverRWH,KICH,0.09201305539401687,0.5291915649638841,0.5349592172478165,0.24,0.0007688882120109287
DNmax,KIRC,0.01716114456661214,0.501776793992588,0.6912484828614828,0.07,8.655328693160322e-47
DNsum,KIRC,0.08193672119160833,0.5250582522172335,0.7107618821319642,0.22,2.45584621717668e-50
DriverML,KIRC,0.04742907713925798,0.5126688609643856,0.5135565504777326,0.14,2.9632321314692156e-05
MaxMIF,KIRC,0.08208083123435951,0.5251279012112715,0.6691833264148467,0.22,1.9709505490542033e-40
MutPanning,KIRC,-0.0051315839275024,0.49359611122022784,0.5733852308227873,0.02,3.1672026581939615e-12
WITER,KIRC,-0.0051315839275024,0.49359611122022784,0.5733852308227873,0.02,3.1672026581939615e-12
driverRWH,KIRC,0.10937297397332296,0.5354585657630337,0.6411957049549077,0.28,2.8322745288563024e-23
DNmax,KIRP,0.03443463166661112,0.5079851828524935,0.6993372638290759,0.11,4.9630938101063696e-60
DNsum,KIRP,0.11216532361660654,0.535922932722068,0.6857743684948775,0.29,2.5292080531711648e-39
DriverML,KIRP,0.04742907713925798,0.5126688609643856,0.4862808403676726,0.14,0.0032329307039295776
MaxMIF,KIRP,0.11252083073235093,0.5361166770510107,0.6296161636397084,0.29,1.828845167708704e-31
MutPanning,KIRP,0.012364264681268482,0.499936066009333,0.5682874573175605,0.06,2.0883454351026194e-09
WITER,KIRP,0.012364264681268482,0.499936066009333,0.5682874573175605,0.06,2.0883454351026194e-09
driverRWH,KIRP,0.09201305539401687,0.5291915649638841,0.6261819240998786,0.24,1.926219091585607e-21
DNmax,LGG,0.11648369539160629,0.5374750299370443,0.7376539446408974,0.3,2.420158534174916e-90
DNsum,LGG,0.14239392604160475,0.5467876132269025,0.7268794852994024,0.36,5.611676938594913e-57
DriverML,LGG,0.07807387780799889,0.5237806458935366,0.5235951337012315,0.21,1.6608002696601504e-09
MaxMIF,LGG,0.1299151161597746,0.5423959775308617,0.6935346340088409,0.33,1.3173675900212718e-56
MutPanning,LGG,0.0036163403768830417,0.49676608861478033,0.587234175694987,0.04,1.1723553845375864e-12
WITER,LGG,0.0036163403768830417,0.49676608861478033,0.587234175694987,0.04,1.1723553845375864e-12
driverRWH,LGG,0.1657927093560678,0.5558263183602701,0.6971240710664331,0.41,2.0224736382529582e-52
DNmax,LIHC,0.1251204389416058,0.5405792243669971,0.7331568856487378,0.32,6.153805903400548e-80
DNsum,LIHC,0.10352858006660705,0.5328187382921152,0.7080561165614595,0.27,6.584076418749725e-56
DriverML,LIHC,0.07807387780799889,0.5237806458935366,0.48843104314496116,0.21,0.00014998472799349926
MaxMIF,LIHC,0.1342636875166305,0.5439658026508244,0.6850351151994927,0.34,2.0087528302068704e-48
MutPanning,LIHC,-0.0007576217753096789,0.4951810999175041,0.5767949354488018,0.03,8.159445875468876e-10
WITER,LIHC,-0.0007576217753096789,0.4951810999175041,0.5767949354488018,0.03,8.159445875468876e-10
driverRWH,LIHC,0.13975283148710865,0.5464258171615456,0.6850637809362307,0.35,4.34312935532988e-48
DNmax,LUAD,0.008524401016612646,0.4986725995626353,0.70995274158942,0.05,7.49077396924748e-69
DNsum,LUAD,0.04738974699161036,0.5126414744974226,0.695200058384093,0.14,1.6672020152786252e-43
DriverML,LUAD,0.05618473447318395,0.5158436566584288,0.4853899959642657,0.16,0.0017994314956133986
MaxMIF,LUAD,0.12556654480291868,0.5408261524108989,0.6901207647811891,0.32,1.0793082678388465e-54
MutPanning,LUAD,0.007990302529075762,0.49835107731205663,0.5553868876033445,0.05,7.48449962628931e-05
WITER,LUAD,0.007990302529075762,0.49835107731205663,0.5553868876033445,0.05,7.48449962628931e-05
driverRWH,LUAD,0.09635303503884339,0.5307583151636716,0.7653875706059249,0.25,2.4818478522702217e-86
DNmax,LUSC,0.04307137521661061,0.5110893772824462,0.7191347606615572,0.13,4.18171117799187e-81
DNsum,LUSC,0.051708118766610106,0.5141935717123989,0.6835985919985529,0.15,2.53770183093648e-41
DriverML,LUSC,0.038673419805332,0.5094940652703426,0.4028701350535252,0.12,1.3971315160090273e-14
MaxMIF,LUSC,0.11252083073235093,0.5361166770510107,0.6699244552614689,0.29,3.853257808880756e-42
MutPanning,LUSC,0.007990302529075762,0.49835107731205663,0.5719927059863618,0.05,2.241018010816613e-06
WITER,LUSC,0.007990302529075762,0.49835107731205663,0.5719927059863618,0.05,2.241018010816613e-06
driverRWH,LUSC,0.10069301468366991,0.532325065363459,0.752611751695655,0.26,3.702624797484072e-78
DNmax,PAAD,0.16398578491660348,0.5545480993017844,0.719415224358845,0.41,5.487906545071868e-66
DNsum,PAAD,0.07761834941660858,0.5235061550022572,0.7049234728279785,0.21,2.6049850196441403e-56
DriverML,PAAD,0.01678427647051707,0.5015570760352348,0.5101895058885437,0.07,5.380164067688354e-07
MaxMIF,PAAD,0.10817225937549502,0.5345468519310479,0.6405670633586775,0.28,4.19862796563581e-27
MutPanning,PAAD,-0.0051315839275024,0.49359611122022784,0.5441048077646611,0.02,3.5288541201699476e-06
WITER,PAAD,-0.0051315839275024,0.49359611122022784,0.5441048077646611,0.02,3.5288541201699476e-06
driverRWH,PAAD,0.1484327907767617,0.5495593175611203,0.6847028640161914,0.37,3.554004958125314e-57
DNmax,PCPG,0.09489183651660756,0.5297145438621625,0.7148248457020666,0.25,6.805621877263751e-78
DNsum,PCPG,0.07329997764160884,0.5219540577872808,0.6587345288209885,0.2,8.210033058136672e-45
DriverML,PCPG,0.012406447803554084,0.49996967818821336,0.48194865869150944,0.06,9.360020704142929e-05
MaxMIF,PCPG,0.09947511666178317,0.5314072016911224,0.550651563069685,0.26,1.239181667822379e-06
MutPanning,PCPG,0.016738226833461205,0.5015210547066092,0.5385029199284603,0.07,0.0013805940769349766
WITER,PCPG,0.016738226833461205,0.5015210547066092,0.5385029199284603,0.07,0.0013805940769349766
driverRWH,PCPG,0.06597317752505771,0.5197910637651597,0.5426624243165913,0.18,3.6501970077218134e-05
DNmax,PRAD,0.0992102082916073,0.5312666410771388,0.7283349995275976,0.26,4.48813053845562e-84
DNsum,PRAD,0.11216532361660654,0.535922932722068,0.7035113630949544,0.29,5.978958328887729e-46
DriverML,PRAD,0.029917762471406033,0.5063192695762995,0.5008467696428186,0.1,1.471133724710991e-05
MaxMIF,PRAD,0.1516579729440542,0.5502451031306754,0.6450133548732098,0.38,8.488783778264414e-34
MutPanning,PRAD,0.007990302529075762,0.49835107731205663,0.5763174967741906,0.05,1.5629887308109656e-10
WITER,PRAD,0.007990302529075762,0.49835107731205663,0.5763174967741906,0.05,1.5629887308109656e-10
driverRWH,PRAD,0.10503299432849644,0.5338918155632464,0.6697660335526634,0.27,2.2255585167393955e-36
DNmax,READ,0.05602649054160985,0.5157456689273753,0.7350541667911601,0.16,2.3440325002903286e-91
DNsum,READ,0.1251204389416058,0.5405792243669971,0.705345859130408,0.32,1.173406311757098e-47
DriverML,READ,0.038673419805332,0.5094940652703426,0.4496024590154811,0.12,2.9027150428181703e-08
MaxMIF,READ,0.1516579729440542,0.5502451031306754,0.6707986566257111,0.38,1.533390251858035e-38
MutPanning,READ,0.0036163403768830417,0.49676608861478033,0.5898887925230802,0.04,2.903891158629668e-14
WITER,READ,0.0036163403768830417,0.49676608861478033,0.5898887925230802,0.04,2.903891158629668e-14
driverRWH,READ,0.17447266864572086,0.5589598187598448,0.6946484752310971,0.43,2.5409336840464054e-57
DNmax,SARC,0.13375718249160526,0.5436834187969498,0.724764777918377,0.34,5.371362606280871e-92
DNsum,SARC,0.051708118766610106,0.5141935717123989,0.6497313261748892,0.15,2.977911265323101e-27
DriverML,SARC,0.051806905806220965,0.5142562588114072,0.5011898515860347,0.15,0.022391992009590765
MaxMIF,SARC,0.11252083073235093,0.5361166770510107,0.5852096451303217,0.29,6.382359820020004e-19
MutPanning,SARC,0.007990302529075762,0.49835107731205663,0.5321553919226334,0.05,0.012718050348610089
WITER,SARC,0.007990302529075762,0.49835107731205663,0.5321553919226334,0.05,0.012718050348610089
driverRWH,SARC,0.09635303503884339,0.5307583151636716,0.5851270034925254,0.25,6.264053389790265e-14
DNmax,SKCM,-0.008749086083386336,0.4924642107027299,0.6387585688548724,0.01,2.3748611168150338e-30
DNsum,SKCM,0.04307137521661061,0.5110893772824462,0.6700246941295319,0.13,3.9657059937297574e-30
DriverML,SKCM,0.038673419805332,0.5094940652703426,0.4929754737313313,0.12,9.809493713003865e-07
MaxMIF,SKCM,0.055989403093224,0.5157089504914951,0.6545251772454235,0.16,2.9836845936665794e-34
MutPanning,SKCM,0.0036163403768830417,0.49676608861478033,0.5738578901089667,0.04,1.5974165599982232e-06
WITER,SKCM,0.0036163403768830417,0.49676608861478033,0.5738578901089667,0.04,1.5974165599982232e-06
driverRWH,SKCM,0.08333309610436382,0.5260580645643093,0.776859292937196,0.22,1.4180403306949454e-90
DNmax,STAD,0.012842772791612393,0.5002246967776117,0.7253200526345115,0.06,1.3719529285377765e-75
DNsum,STAD,0.13375718249160526,0.5436834187969498,0.7159373130073783,0.34,3.0579350071246366e-58
DriverML,STAD,0.08245170647496187,0.5253680437405581,0.5014546340492663,0.22,0.00039013734687756447
MaxMIF,STAD,0.10817225937549502,0.5345468519310479,0.6929180700279276,0.28,3.0257524237004e-56
MutPanning,STAD,-0.0051315839275024,0.49359611122022784,0.5562528460980238,0.02,3.5262370903609924e-05
WITER,STAD,-0.0051315839275024,0.49359611122022784,0.5562528460980238,0.02,3.5262370903609924e-05
driverRWH,STAD,0.16145272971124128,0.5542595681604826,0.7896242212892643,0.4,9.947013703837327e-108
DNmax,TGCT,0.09057346474160781,0.5281624466471863,0.7087303498765696,0.24,7.295156023011664e-66
DNsum,TGCT,0.08625509296660806,0.5266103494322099,0.6674290548479389,0.23,8.652678241476253e-35
DriverML,TGCT,0.038673419805332,0.5094940652703426,0.45150841416117604,0.12,2.2599603484625246e-07
MaxMIF,TGCT,0.08642940259121543,0.5266977263312342,0.6090057615530969,0.23,4.968065635999842e-24
MutPanning,TGCT,0.007990302529075762,0.49835107731205663,0.5564452442695411,0.05,5.529850073305172e-06
WITER,TGCT,0.007990302529075762,0.49835107731205663,0.5564452442695411,0.05,5.529850073305172e-06
driverRWH,TGCT,0.07031315716988423,0.5213578139649471,0.5392292236092399,0.19,0.0006463114768350012
DNmax,THCA,0.07761834941660858,0.5235061550022572,0.7121336660607533,0.21,3.8352507366088444e-64
DNsum,THCA,0.08193672119160833,0.5250582522172335,0.6799861771823983,0.22,1.6086717612542347e-39
DriverML,THCA,0.03429559113836902,0.507906667423321,0.47585237359280746,0.11,5.335569311437763e-06
MaxMIF,THCA,0.11686940208920685,0.5376865021709734,0.6129074563308649,0.3,1.253012191707659e-21
MutPanning,THCA,-0.0007576217753096789,0.4951810999175041,0.561838117223282,0.03,2.3936541801622678e-08
WITER,THCA,-0.0007576217753096789,0.4951810999175041,0.561838117223282,0.03,2.3936541801622678e-08
driverRWH,THCA,0.08767307574919034,0.5276248147640968,0.5803057820361771,0.23,1.2872179489954282e-11
DNmax,THYM,0.08193672119160833,0.5250582522172335,0.7228848585740231,0.22,5.601426160803722e-78
DNsum,THYM,0.07329997764160884,0.5219540577872808,0.6801539406032698,0.2,1.3438120616087066e-52
DriverML,THYM,0.025539933804443044,0.5047318717292779,0.5100755347904569,0.09,0.001896991423857099
MaxMIF,THYM,0.07773225987750358,0.5235580760913088,0.5517250789205106,0.21,7.968662773483054e-05
MutPanning,THYM,0.03423407544223209,0.5078610094957144,0.5412575148936303,0.11,0.0003030927764974875
WITER,THYM,0.03423407544223209,0.5078610094957144,0.5412575148936303,0.11,0.0003030927764974875
driverRWH,THYM,0.10069301468366991,0.532325065363459,0.5573704575266798,0.26,1.6314388030926864e-06
DNmax,UCEC,0.008524401016612646,0.4986725995626353,0.7012298512295787,0.05,2.0493560108529852e-58
DNsum,UCEC,0.0992102082916073,0.5312666410771388,0.7078371762125601,0.26,1.0635742017647437e-54
DriverML,UCEC,0.11747433581066577,0.5380672265167303,0.5189722923349762,0.3,6.427882755280453e-10
MaxMIF,UCEC,0.17340082972833376,0.5580942287304891,0.6921161569513028,0.43,1.2313422326861459e-55
MutPanning,UCEC,-0.0007576217753096789,0.4951810999175041,0.5445000520731043,0.03,0.0002732776306731359
WITER,UCEC,-0.0007576217753096789,0.4951810999175041,0.5445000520731043,0.03,0.0002732776306731359
driverRWH,UCEC,0.17881264829054738,0.5605265689596323,0.7965716331719905,0.44,2.5964155307501594e-100
DNmax,UCS,0.1251204389416058,0.5405792243669971,0.738049531191076,0.32,7.846363021877008e-95
DNsum,UCS,0.11648369539160629,0.5374750299370443,0.6733506392775555,0.3,3.745613543793881e-39
DriverML,UCS,0.03429559113836902,0.507906667423321,0.48118430662499306,0.11,0.0013554415012304146
MaxMIF,UCS,0.11252083073235093,0.5361166770510107,0.5947980898769751,0.29,9.74641376232336e-14
MutPanning,UCS,0.0036163403768830417,0.49676608861478033,0.5572367887978249,0.04,4.341963603810355e-06
WITER,UCS,0.0036163403768830417,0.49676608861478033,0.5572367887978249,0.04,4.341963603810355e-06
driverRWH,UCS,0.13975283148710865,0.5464258171615456,0.5945241700176627,0.35,7.211385323829464e-17
DNmax,UVM,0.02579788811661163,0.5048809884225407,0.6559536129094256,0.09,4.9886295997714506e-43
DNsum,UVM,0.03443463166661112,0.5079851828524935,0.6640856974315038,0.11,8.104479467689478e-44
DriverML,UVM,0.008028619136591097,0.49838228034119175,0.4876749272710801,0.05,0.0007598455548645609
MaxMIF,UVM,0.025549403595232577,0.5047201746517559,0.5290487621152441,0.09,0.05161957239866721
MutPanning,UVM,0.016738226833461205,0.5015210547066092,0.5205936622864128,0.07,0.12135731440358966
WITER,UVM,0.016738226833461205,0.5015210547066092,0.5205936622864128,0.07,0.12135731440358966
driverRWH,UVM,0.0312533403664455,0.5072570621668604,0.520362716728079,0.1,0.06628629854673818
CTAT,ACC,0.35326872412034627,0.6531154445095926,0.909846837944664,0.61,4.141490821282648e-123
CTAT,BLCA,0.38884019006751036,0.6686475887852823,0.8968028485757122,0.67,1.3503388126789899e-117
CTAT,BRCA,0.4066259230410924,0.6764136609231274,0.8843321521057652,0.7,9.433544743271787e-104
CTAT,CESC,0.38884019006751036,0.6686475887852823,0.9077698650674663,0.67,1.235898848093493e-121
CTAT,CHOL,0.376983034751789,0.6634702073600525,0.9010520308027804,0.65,7.335470164809445e-122
CTAT,COAD,0.4066259230410924,0.6764136609231274,0.8984699979555677,0.7,1.5335515596472955e-110
CTAT,DLBC,0.38291161240964966,0.6660588980726674,0.899911748671119,0.66,1.1877100595429192e-119
CTAT,ESCA,0.3651258794360676,0.6582928259348224,0.8903986643042117,0.63,4.5342853986048966e-122
CTAT,HNSC,0.376983034751789,0.6634702073600525,0.9057380400708737,0.65,1.186437936047323e-122
CTAT,KICH,0.39476876772537106,0.6712362794978974,0.8918021670982691,0.68,2.7236742725874762e-108
CTAT,KIRC,0.38884019006751036,0.6686475887852823,0.9086164304211531,0.67,7.142594711733622e-121
CTAT,KIRP,0.39476876772537106,0.6712362794978974,0.9036026305029301,0.68,7.673566567065426e-120
CTAT,LGG,0.4006973453832317,0.6738249702105124,0.90654269456181,0.69,1.2033816145679508e-123
CTAT,LIHC,0.39476876772537106,0.6712362794978974,0.8943849666076051,0.68,5.600725481154711e-106
CTAT,LUAD,0.38884019006751036,0.6686475887852823,0.8891583753577756,0.67,9.857209990058336e-109
CTAT,LUSC,0.39476876772537106,0.6712362794978974,0.9015036799781927,0.68,4.76119449395289e-119
CTAT,PAAD,0.38884019006751036,0.6686475887852823,0.9003463609104538,0.67,4.5686307006970415e-114
CTAT,PCPG,0.376983034751789,0.6634702073600525,0.8924441188496661,0.65,3.666166219994441e-119
CTAT,PRAD,0.38291161240964966,0.6660588980726674,0.9001313547771569,0.66,5.755310683490673e-114
CTAT,READ,0.4006973453832317,0.6738249702105124,0.9077695243287448,0.69,5.119612543075372e-120
CTAT,SARC,0.38884019006751036,0.6686475887852823,0.9093064263322884,0.67,3.0033763461519424e-129
CTAT,SKCM,0.4066259230410924,0.6764136609231274,0.8975885920676026,0.7,2.456271238508477e-125
CTAT,STAD,0.376983034751789,0.6634702073600525,0.9085087569851438,0.65,8.153400250300827e-122
CTAT,TGCT,0.39476876772537106,0.6712362794978974,0.8895536322747717,0.68,2.722148568193282e-106
CTAT,THCA,0.4006973453832317,0.6738249702105124,0.9027410726454955,0.69,2.9781772129459223e-115
CTAT,THYM,0.34734014646248557,0.6505267537969774,0.8920870246694833,0.6,3.203985527012817e-113
CTAT,UCEC,0.39476876772537106,0.6712362794978974,0.9044422107128253,0.68,9.194233956090705e-116
CTAT,UCS,0.38291161240964966,0.6660588980726674,0.8921283392394712,0.66,3.187387834116577e-112
CTAT,UVM,0.3414115688046249,0.6479380630843625,0.9026960951342511,0.59,5.239831842208689e-113
